   10,      0.012295,      0.002258,      0.006331,      0.057024
   15,      0.011658,      0.002702,      0.006726,      0.054318
   20,      0.015897,      0.003218,      0.005130,      0.074211
   25,      0.016100,      0.003413,      0.005671,      0.075354
   30,      0.015000,      0.003500,      0.006353,      0.070368
   35,      0.016631,      0.003611,      0.005546,      0.077980
   40,      0.017623,      0.003794,      0.004782,      0.082424
   45,      0.016345,      0.003882,      0.005192,      0.076139
   50,      0.016677,      0.004081,      0.004877,      0.078106
   55,      0.017636,      0.004216,      0.003965,      0.082519
   60,      0.017284,      0.004293,      0.003612,      0.080944
   65,      0.016181,      0.004309,      0.003394,      0.076393
   70,      0.014871,      0.004244,      0.003317,      0.070578
   75,      0.012609,      0.004106,      0.003496,      0.060112
   80,      0.012031,      0.004010,      0.003642,      0.057213
   85,      0.012145,      0.004006,      0.003391,      0.058552
   90,      0.011984,      0.003920,      0.003181,      0.057602
   95,      0.012250,      0.003820,      0.003245,      0.058329
  100,      0.012839,      0.003784,      0.003035,      0.061332
  105,      0.012985,      0.003758,      0.002851,      0.062083
  110,      0.013157,      0.003661,      0.002880,      0.062621
  115,      0.013713,      0.003576,      0.002732,      0.064599
  120,      0.013703,      0.003541,      0.002643,      0.064375
  125,      0.013199,      0.003475,      0.002699,      0.062100
  130,      0.012690,      0.003418,      0.002766,      0.059442
  135,      0.012219,      0.003386,      0.002828,      0.057035
  140,      0.011965,      0.003379,      0.002841,      0.055599
  145,      0.011875,      0.003406,      0.002783,      0.054998
  150,      0.011925,      0.003465,      0.002683,      0.055421
  155,      0.012092,      0.003525,      0.002657,      0.056649
  160,      0.012203,      0.003554,      0.002652,      0.057280
  165,      0.012176,      0.003589,      0.002597,      0.057224
  170,      0.012155,      0.003643,      0.002519,      0.057300
  175,      0.012170,      0.003683,      0.002476,      0.057473
  180,      0.012158,      0.003701,      0.002425,      0.057479
  185,      0.011961,      0.003694,      0.002373,      0.056749
  190,      0.011533,      0.003658,      0.002356,      0.054988
  195,      0.011083,      0.003600,      0.002344,      0.052997
  200,      0.010889,      0.003546,      0.002296,      0.052096
  205,      0.010818,      0.003517,      0.002220,      0.051855
  210,      0.010650,      0.003474,      0.002139,      0.051174
  215,      0.010375,      0.003408,      0.002070,      0.050075
  220,      0.010076,      0.003324,      0.002038,      0.048837
  225,      0.009842,      0.003235,      0.002014,      0.047945
  230,      0.009732,      0.003149,      0.001979,      0.047469
  235,      0.009849,      0.003054,      0.001935,      0.047193
  240,      0.009991,      0.002950,      0.001891,      0.047435
  245,      0.010053,      0.002830,      0.001865,      0.047615
  250,      0.010069,      0.002700,      0.001889,      0.047444
  255,      0.009948,      0.002583,      0.001926,      0.046729
  260,      0.009731,      0.002523,      0.001943,      0.045936
  265,      0.009745,      0.002465,      0.001930,      0.045911
  270,      0.009873,      0.002415,      0.001890,      0.046644
  275,      0.009969,      0.002408,      0.001850,      0.047440
  280,      0.009939,      0.002407,      0.001816,      0.047596
  285,      0.009759,      0.002397,      0.001770,      0.046864
  290,      0.009421,      0.002370,      0.001712,      0.045277
  295,      0.009018,      0.002331,      0.001672,      0.043085
  300,      0.008690,      0.002284,      0.001632,      0.041384
  305,      0.008280,      0.002227,      0.001594,      0.039342
  310,      0.007878,      0.002166,      0.001570,      0.037028
  315,      0.007564,      0.002125,      0.001580,      0.035007
  320,      0.007194,      0.002073,      0.001597,      0.032893
  325,      0.006732,      0.002011,      0.001608,      0.030747
  330,      0.006417,      0.001965,      0.001601,      0.029211
  335,      0.006276,      0.001930,      0.001565,      0.028386
  340,      0.006284,      0.001910,      0.001504,      0.028246
  345,      0.006303,      0.001893,      0.001431,      0.028335
  350,      0.006225,      0.001898,      0.001357,      0.027959
  355,      0.006103,      0.001919,      0.001291,      0.027315
  360,      0.005952,      0.001927,      0.001243,      0.026526
  365,      0.005726,      0.001906,      0.001243,      0.025622
  370,      0.005463,      0.001862,      0.001246,      0.024521
  375,      0.005168,      0.001829,      0.001259,      0.023257
  380,      0.004868,      0.001832,      0.001274,      0.022032
  385,      0.004748,      0.001839,      0.001266,      0.021301
  390,      0.004794,      0.001842,      0.001240,      0.021615
  395,      0.004853,      0.001832,      0.001197,      0.022031
  400,      0.004818,      0.001842,      0.001141,      0.021986
  405,      0.004677,      0.001854,      0.001073,      0.021352
  410,      0.004478,      0.001848,      0.001021,      0.020295
  415,      0.004308,      0.001829,      0.000980,      0.019231
  420,      0.004219,      0.001803,      0.000936,      0.018588
  425,      0.004144,      0.001783,      0.000900,      0.018257
  430,      0.004111,      0.001767,      0.000872,      0.018197
  435,      0.004152,      0.001750,      0.000849,      0.018514
  440,      0.004222,      0.001732,      0.000843,      0.019056
  445,      0.004248,      0.001714,      0.000852,      0.019359
  450,      0.004197,      0.001694,      0.000866,      0.019286
  455,      0.004075,      0.001675,      0.000879,      0.018879
  460,      0.003901,      0.001655,      0.000888,      0.018217
  465,      0.003696,      0.001633,      0.000911,      0.017419
  470,      0.003509,      0.001612,      0.000936,      0.016798
  475,      0.003510,      0.001594,      0.000937,      0.016725
  480,      0.003657,      0.001580,      0.000908,      0.017284
  485,      0.003859,      0.001564,      0.000854,      0.018270
  490,      0.004057,      0.001554,      0.000783,      0.019237
  495,      0.004210,      0.001552,      0.000720,      0.019957
  500,      0.004282,      0.001545,      0.000669,      0.020309
  505,      0.004278,      0.001534,      0.000633,      0.020277
  510,      0.004197,      0.001519,      0.000641,      0.019916
  515,      0.004051,      0.001499,      0.000675,      0.019296
  520,      0.003869,      0.001475,      0.000709,      0.018494
  525,      0.003698,      0.001447,      0.000737,      0.017753
  530,      0.003613,      0.001417,      0.000754,      0.017514
  535,      0.003591,      0.001385,      0.000756,      0.017497
  540,      0.003578,      0.001350,      0.000742,      0.017458
  545,      0.003553,      0.001326,      0.000715,      0.017386
  550,      0.003521,      0.001314,      0.000677,      0.017274
  555,      0.003489,      0.001303,      0.000633,      0.017119
  560,      0.003439,      0.001289,      0.000587,      0.016827
  565,      0.003357,      0.001271,      0.000553,      0.016431
  570,      0.003241,      0.001251,      0.000531,      0.015895
  575,      0.003091,      0.001227,      0.000525,      0.015224
  580,      0.002932,      0.001199,      0.000553,      0.014518
  585,      0.002799,      0.001166,      0.000590,      0.013881
  590,      0.002684,      0.001132,      0.000621,      0.013260
  595,      0.002575,      0.001098,      0.000641,      0.012730
  600,      0.002492,      0.001066,      0.000645,      0.012478
  605,      0.002521,      0.001037,      0.000633,      0.012408
  610,      0.002647,      0.001010,      0.000604,      0.012634
  615,      0.002802,      0.000984,      0.000561,      0.013148
  620,      0.002941,      0.000959,      0.000507,      0.013698
  625,      0.003050,      0.000934,      0.000452,      0.014164
  630,      0.003120,      0.000908,      0.000413,      0.014472
  635,      0.003146,      0.000883,      0.000388,      0.014601
  640,      0.003132,      0.000858,      0.000373,      0.014567
  645,      0.003083,      0.000832,      0.000373,      0.014412
  650,      0.003015,      0.000805,      0.000398,      0.014215
  655,      0.002946,      0.000778,      0.000433,      0.014037
  660,      0.002883,      0.000750,      0.000466,      0.013889
  665,      0.002828,      0.000721,      0.000492,      0.013795
  670,      0.002789,      0.000694,      0.000510,      0.013704
  675,      0.002765,      0.000678,      0.000517,      0.013574
  680,      0.002763,      0.000671,      0.000514,      0.013421
  685,      0.002786,      0.000665,      0.000501,      0.013345
  690,      0.002812,      0.000660,      0.000480,      0.013346
  695,      0.002828,      0.000656,      0.000454,      0.013361
  700,      0.002825,      0.000652,      0.000432,      0.013324
  705,      0.002799,      0.000647,      0.000421,      0.013202
  710,      0.002753,      0.000639,      0.000416,      0.013015
  715,      0.002695,      0.000629,      0.000418,      0.012764
  720,      0.002625,      0.000617,      0.000431,      0.012464
  725,      0.002548,      0.000604,      0.000448,      0.012140
  730,      0.002479,      0.000592,      0.000460,      0.011826
  735,      0.002430,      0.000582,      0.000465,      0.011596
  740,      0.002398,      0.000571,      0.000462,      0.011391
  745,      0.002367,      0.000560,      0.000450,      0.011174
  750,      0.002338,      0.000548,      0.000430,      0.010938
  755,      0.002310,      0.000537,      0.000404,      0.010706
  760,      0.002284,      0.000527,      0.000372,      0.010485
  765,      0.002258,      0.000519,      0.000336,      0.010273
  770,      0.002226,      0.000510,      0.000303,      0.010059
  775,      0.002184,      0.000499,      0.000284,      0.009818
  780,      0.002132,      0.000488,      0.000283,      0.009543
  785,      0.002071,      0.000477,      0.000306,      0.009238
  790,      0.002006,      0.000465,      0.000333,      0.008927
  795,      0.001947,      0.000454,      0.000355,      0.008623
  800,      0.001902,      0.000446,      0.000370,      0.008356
  805,      0.001878,      0.000441,      0.000379,      0.008181
  810,      0.001871,      0.000438,      0.000381,      0.008095
  815,      0.001871,      0.000435,      0.000377,      0.008058
  820,      0.001872,      0.000432,      0.000365,      0.008034
  825,      0.001865,      0.000430,      0.000348,      0.007988
  830,      0.001848,      0.000427,      0.000327,      0.007893
  835,      0.001818,      0.000424,      0.000305,      0.007736
  840,      0.001784,      0.000422,      0.000289,      0.007560
  845,      0.001747,      0.000421,      0.000281,      0.007364
  850,      0.001704,      0.000420,      0.000280,      0.007138
  855,      0.001655,      0.000419,      0.000286,      0.006890
  860,      0.001603,      0.000416,      0.000292,      0.006623
  865,      0.001555,      0.000413,      0.000295,      0.006345
  870,      0.001515,      0.000410,      0.000294,      0.006092
  875,      0.001490,      0.000407,      0.000289,      0.005918
  880,      0.001481,      0.000405,      0.000281,      0.005888
  885,      0.001481,      0.000404,      0.000268,      0.005968
  890,      0.001489,      0.000403,      0.000253,      0.006062
  895,      0.001496,      0.000402,      0.000235,      0.006139
  900,      0.001497,      0.000400,      0.000222,      0.006183
  905,      0.001492,      0.000398,      0.000215,      0.006173
  910,      0.001479,      0.000396,      0.000210,      0.006107
  915,      0.001458,      0.000394,      0.000209,      0.005978
  920,      0.001429,      0.000390,      0.000209,      0.005788
  925,      0.001394,      0.000386,      0.000211,      0.005550
  930,      0.001359,      0.000382,      0.000214,      0.005310
  935,      0.001333,      0.000376,      0.000218,      0.005091
  940,      0.001323,      0.000371,      0.000222,      0.004945
  945,      0.001319,      0.000364,      0.000225,      0.004916
  950,      0.001317,      0.000358,      0.000228,      0.004915
  955,      0.001316,      0.000350,      0.000230,      0.004922
  960,      0.001315,      0.000343,      0.000231,      0.004929
  965,      0.001314,      0.000336,      0.000231,      0.004937
  970,      0.001312,      0.000328,      0.000228,      0.004940
  975,      0.001310,      0.000320,      0.000223,      0.004938
  980,      0.001307,      0.000312,      0.000215,      0.004933
  985,      0.001305,      0.000304,      0.000205,      0.004919
  990,      0.001303,      0.000295,      0.000195,      0.004903
  995,      0.001304,      0.000285,      0.000190,      0.004893
 1000,      0.001309,      0.000274,      0.000188,      0.004916
 1005,      0.001322,      0.000264,      0.000188,      0.004990
 1010,      0.001338,      0.000253,      0.000189,      0.005111
 1015,      0.001356,      0.000241,      0.000188,      0.005236
 1020,      0.001374,      0.000229,      0.000185,      0.005360
 1025,      0.001393,      0.000218,      0.000180,      0.005476
 1030,      0.001409,      0.000207,      0.000173,      0.005580
 1035,      0.001424,      0.000198,      0.000165,      0.005666
 1040,      0.001436,      0.000190,      0.000157,      0.005735
 1045,      0.001444,      0.000184,      0.000151,      0.005783
 1050,      0.001450,      0.000180,      0.000150,      0.005811
 1055,      0.001453,      0.000178,      0.000151,      0.005819
 1060,      0.001454,      0.000176,      0.000154,      0.005819
 1065,      0.001451,      0.000175,      0.000159,      0.005810
 1070,      0.001449,      0.000175,      0.000165,      0.005795
 1075,      0.001447,      0.000175,      0.000170,      0.005784
 1080,      0.001445,      0.000176,      0.000176,      0.005774
 1085,      0.001442,      0.000176,      0.000181,      0.005759
 1090,      0.001437,      0.000177,      0.000185,      0.005737
 1095,      0.001431,      0.000179,      0.000188,      0.005706
 1100,      0.001423,      0.000181,      0.000189,      0.005669
 1105,      0.001413,      0.000183,      0.000188,      0.005624
 1110,      0.001402,      0.000186,      0.000186,      0.005573
 1115,      0.001389,      0.000189,      0.000181,      0.005514
 1120,      0.001375,      0.000193,      0.000177,      0.005449
 1125,      0.001358,      0.000196,      0.000173,      0.005376
 1130,      0.001340,      0.000199,      0.000169,      0.005295
 1135,      0.001319,      0.000203,      0.000164,      0.005207
 1140,      0.001298,      0.000206,      0.000159,      0.005114
 1145,      0.001277,      0.000209,      0.000153,      0.005025
 1150,      0.001257,      0.000212,      0.000148,      0.004942
 1155,      0.001238,      0.000216,      0.000142,      0.004867
 1160,      0.001221,      0.000219,      0.000137,      0.004799
 1165,      0.001207,      0.000223,      0.000132,      0.004741
 1170,      0.001198,      0.000227,      0.000127,      0.004692
 1175,      0.001193,      0.000230,      0.000123,      0.004662
 1180,      0.001192,      0.000233,      0.000118,      0.004648
 1185,      0.001192,      0.000236,      0.000112,      0.004642
 1190,      0.001191,      0.000237,      0.000107,      0.004634
 1195,      0.001188,      0.000239,      0.000103,      0.004618
 1200,      0.001183,      0.000240,      0.000101,      0.004592
 1205,      0.001176,      0.000240,      0.000100,      0.004553
 1210,      0.001166,      0.000240,      0.000101,      0.004498
 1215,      0.001154,      0.000239,      0.000103,      0.004430
 1220,      0.001141,      0.000238,      0.000106,      0.004351
 1225,      0.001127,      0.000236,      0.000111,      0.004271
 1230,      0.001114,      0.000233,      0.000116,      0.004193
 1235,      0.001104,      0.000230,      0.000121,      0.004133
 1240,      0.001098,      0.000227,      0.000126,      0.004098
 1245,      0.001098,      0.000223,      0.000129,      0.004099
 1250,      0.001105,      0.000220,      0.000131,      0.004132
 1255,      0.001112,      0.000216,      0.000132,      0.004173
 1260,      0.001119,      0.000213,      0.000130,      0.004214
 1265,      0.001125,      0.000210,      0.000127,      0.004250
 1270,      0.001129,      0.000209,      0.000124,      0.004281
 1275,      0.001132,      0.000208,      0.000120,      0.004305
 1280,      0.001133,      0.000207,      0.000117,      0.004321
 1285,      0.001131,      0.000206,      0.000115,      0.004324
 1290,      0.001127,      0.000205,      0.000112,      0.004316
 1295,      0.001121,      0.000203,      0.000110,      0.004297
 1300,      0.001111,      0.000200,      0.000108,      0.004264
 1305,      0.001101,      0.000197,      0.000106,      0.004222
 1310,      0.001089,      0.000194,      0.000104,      0.004175
 1315,      0.001077,      0.000190,      0.000103,      0.004127
 1320,      0.001066,      0.000186,      0.000102,      0.004083
 1325,      0.001055,      0.000182,      0.000102,      0.004044
 1330,      0.001046,      0.000178,      0.000102,      0.004012
 1335,      0.001039,      0.000174,      0.000102,      0.003988
 1340,      0.001033,      0.000171,      0.000103,      0.003972
 1345,      0.001028,      0.000167,      0.000104,      0.003963
 1350,      0.001025,      0.000164,      0.000105,      0.003958
 1355,      0.001023,      0.000160,      0.000108,      0.003959
 1360,      0.001021,      0.000156,      0.000112,      0.003966
 1365,      0.001021,      0.000152,      0.000115,      0.003974
 1370,      0.001021,      0.000148,      0.000119,      0.003986
 1375,      0.001021,      0.000143,      0.000121,      0.004000
 1380,      0.001022,      0.000139,      0.000123,      0.004016
 1385,      0.001023,      0.000136,      0.000124,      0.004036
 1390,      0.001026,      0.000133,      0.000124,      0.004062
 1395,      0.001030,      0.000131,      0.000123,      0.004094
 1400,      0.001036,      0.000130,      0.000121,      0.004138
 1405,      0.001046,      0.000130,      0.000118,      0.004200
 1410,      0.001059,      0.000130,      0.000114,      0.004284
 1415,      0.001076,      0.000132,      0.000109,      0.004367
 1420,      0.001091,      0.000133,      0.000102,      0.004440
 1425,      0.001102,      0.000136,      0.000095,      0.004500
 1430,      0.001111,      0.000138,      0.000089,      0.004543
 1435,      0.001116,      0.000141,      0.000083,      0.004568
 1440,      0.001117,      0.000144,      0.000078,      0.004575
 1445,      0.001115,      0.000148,      0.000073,      0.004565
 1450,      0.001110,      0.000151,      0.000070,      0.004538
 1455,      0.001102,      0.000155,      0.000066,      0.004495
 1460,      0.001090,      0.000158,      0.000063,      0.004439
 1465,      0.001077,      0.000162,      0.000061,      0.004374
 1470,      0.001063,      0.000165,      0.000059,      0.004298
 1475,      0.001046,      0.000168,      0.000058,      0.004218
 1480,      0.001028,      0.000172,      0.000057,      0.004132
 1485,      0.001009,      0.000175,      0.000058,      0.004041
 1490,      0.000989,      0.000178,      0.000059,      0.003948
 1495,      0.000968,      0.000180,      0.000061,      0.003851
 1500,      0.000948,      0.000183,      0.000064,      0.003754
 1505,      0.000928,      0.000185,      0.000068,      0.003661
 1510,      0.000909,      0.000186,      0.000074,      0.003577
 1515,      0.000890,      0.000188,      0.000078,      0.003498
 1520,      0.000873,      0.000189,      0.000082,      0.003427
 1525,      0.000857,      0.000190,      0.000085,      0.003363
 1530,      0.000843,      0.000191,      0.000087,      0.003304
 1535,      0.000830,      0.000193,      0.000089,      0.003253
 1540,      0.000819,      0.000193,      0.000089,      0.003211
 1545,      0.000810,      0.000194,      0.000089,      0.003177
 1550,      0.000803,      0.000194,      0.000088,      0.003154
