  x,y,z,rho,u,v,w,p
    10.432000,      2.795246,      0.100000,      0.384107,    115.599098,   -431.425903,      0.000000,  22142.437500
    10.479196,      2.612758,      0.100000,      0.384494,    107.172318,   -433.242432,      0.000000,  22179.748047
    10.523196,      2.429472,      0.100000,      0.385065,     98.736961,   -434.810516,      0.000000,  22231.820312
    10.563998,      2.245448,      0.100000,      0.385799,     90.326805,   -436.136993,      0.000000,  22296.873047
    10.601572,      2.060738,      0.100000,      0.386670,     81.974007,   -437.232422,      0.000000,  22372.888672
    10.635925,      1.875400,      0.100000,      0.387652,     73.707527,   -438.110107,      0.000000,  22457.755859
    10.667040,      1.689488,      0.100000,      0.388717,     65.552223,   -438.786407,      0.000000,  22549.136719
    10.694895,      1.503068,      0.100000,      0.389835,     57.526920,   -439.279663,      0.000000,  22644.720703
    10.719498,      1.316186,      0.100000,      0.390977,     49.644089,   -439.609344,      0.000000,  22742.185547
    10.740838,      1.128912,      0.100000,      0.392113,     41.909458,   -439.796753,      0.000000,  22839.136719
    10.758906,      0.941284,      0.100000,      0.393213,     34.321995,   -439.862305,      0.000000,  22933.154297
    10.773692,      0.753366,      0.100000,      0.394253,     26.875891,   -439.824890,      0.000000,  23022.197266
    10.785202,      0.565228,      0.100000,      0.395217,     19.560356,   -439.690277,      0.000000,  23105.097656
    10.793422,      0.376910,      0.100000,      0.396150,     12.367256,   -439.432404,      0.000000,  23185.515625
    10.798358,      0.188482,      0.100000,      0.397240,      5.390844,   -438.896362,      0.000000,  23278.865234
    10.800000,      0.000000,      0.100000,      0.399147,     -1.585189,   -437.677582,      0.000000,  23439.378906
    10.801830,     -0.209430,      0.100000,      0.402999,     -8.535789,   -435.160889,      0.000000,  23759.679688
    10.803841,     -0.439810,      0.100000,      0.410049,    -14.635094,   -430.728973,      0.000000,  24346.908203
    10.806050,     -0.693220,      0.100000,      0.421250,    -18.890356,   -424.160645,      0.000000,  25289.814453
    10.808480,     -0.971970,      0.100000,      0.436490,    -20.599693,   -416.015167,      0.000000,  26592.226562
    10.811160,     -1.278600,      0.100000,      0.454232,    -19.784065,   -407.540802,      0.000000,  28132.830078
    10.814100,     -1.615890,      0.100000,      0.471982,    -17.132885,   -400.102020,      0.000000,  29696.175781
    10.817340,     -1.986900,      0.100000,      0.487274,    -13.541672,   -394.620087,      0.000000,  31058.283203
    10.820900,     -2.395030,      0.100000,      0.498468,     -9.699197,   -391.401978,      0.000000,  32063.941406
    10.824821,     -2.843960,      0.100000,      0.504970,     -5.978351,   -390.287292,      0.000000,  32652.966797
    10.829130,     -3.337790,      0.100000,      0.507002,     -2.542441,   -390.875031,      0.000000,  32842.152344
    10.833870,     -3.880990,      0.100000,      0.505250,      0.517784,   -392.690735,      0.000000,  32693.128906
    10.839088,     -4.478520,      0.100000,      0.500606,      3.113762,   -395.276794,      0.000000,  32287.185547
    10.844820,     -5.135810,      0.100000,      0.494017,      5.154657,   -398.237885,      0.000000,  31710.029297
    10.851130,     -5.858820,      0.100000,      0.486396,      6.573682,   -401.264801,      0.000000,  31042.398438
    10.858070,     -6.654130,      0.100000,      0.478543,      7.357789,   -404.148773,      0.000000,  30352.822266
    10.865710,     -7.528970,      0.100000,      0.471098,      7.568945,   -406.783752,      0.000000,  29692.441406
    10.874108,     -8.491300,      0.100000,      0.464521,      7.352805,   -409.158173,      0.000000,  29093.324219
    10.883340,     -9.549860,      0.100000,      0.459146,      6.931791,   -411.343842,      0.000000,  28572.769531
